ID,StartingAirport_IATA3,DestinationAirport_IATA3,Airline_IATA2,Distance,Equipment_aircraft1_EquipmentCode,Equipment_aircraft2_EquipmentCode,Equipment_aircraft3_EquipmentCode,Equipment_aircraft4_EquipmentCode,Equipment_aircraft5_EquipmentCode,Equipment_aircraft6_EquipmentCode,Equipment_aircraft7_EquipmentCode,Equipment_aircraft8_EquipmentCode,Equipment_aircraft9_EquipmentCode
AERKZN2B,AER,KZN,2B,1507,CR2,,,,,,,,
ASFKZN2B,ASF,KZN,2B,1041,CR2,,,,,,,,
ASFMRV2B,ASF,MRV,2B,448,CR2,,,,,,,,
CEKKZN2B,CEK,KZN,2B,771,CR2,,,,,,,,
CEKOVB2B,CEK,OVB,2B,1339,CR2,,,,,,,,
DMEKZN2B,DME,KZN,2B,716,CR2,,,,,,,,
DMENBC2B,DME,NBC,2B,893,CR2,,,,,,,,
DMETGK2B,DME,TGK,2B,915,CR2,,,,,,,,
DMEUUA2B,DME,UUA,2B,952,CR2,,,,,,,,
EGOKGD2B,EGO,KGD,2B,1172,CR2,,,,,,,,
EGOKZN2B,EGO,KZN,2B,1009,CR2,,,,,,,,
GYDNBC2B,GYD,NBC,2B,1686,CR2,,,,,,,,
KGDEGO2B,KGD,EGO,2B,1172,CR2,,,,,,,,
KZNAER2B,KZN,AER,2B,1507,CR2,,,,,,,,
KZNASF2B,KZN,ASF,2B,1041,CR2,,,,,,,,
KZNCEK2B,KZN,CEK,2B,771,CR2,,,,,,,,
KZNDME2B,KZN,DME,2B,716,CR2,,,,,,,,
KZNEGO2B,KZN,EGO,2B,1009,CR2,,,,,,,,
KZNLED2B,KZN,LED,2B,1217,CR2,,,,,,,,
KZNSVX2B,KZN,SVX,2B,724,CR2,,,,,,,,
LEDKZN2B,LED,KZN,2B,1217,CR2,,,,,,,,
LEDNBC2B,LED,NBC,2B,1373,CR2,,,,,,,,
LEDUUA2B,LED,UUA,2B,1464,CR2,,,,,,,,
MRVASF2B,MRV,ASF,2B,448,CR2,,,,,,,,
NBCDME2B,NBC,DME,2B,893,CR2,,,,,,,,
NBCGYD2B,NBC,GYD,2B,1686,CR2,,,,,,,,
NBCLED2B,NBC,LED,2B,1373,CR2,,,,,,,,
NBCSVX2B,NBC,SVX,2B,555,CR2,,,,,,,,
NJCSVX2B,NJC,SVX,2B,1013,CR2,,,,,,,,
NJCUUA2B,NJC,UUA,2B,1558,CR2,,,,,,,,
NUXSVX2B,NUX,SVX,2B,1325,CR2,,,,,,,,
OVBCEK2B,OVB,CEK,2B,1339,CR2,,,,,,,,
OVBSVX2B,OVB,SVX,2B,1371,CR2,,,,,,,,
SVXKZN2B,SVX,KZN,2B,724,CR2,,,,,,,,
SVXNBC2B,SVX,NBC,2B,555,CR2,,,,,,,,
SVXNJC2B,SVX,NJC,2B,1013,CR2,,,,,,,,
SVXNUX2B,SVX,NUX,2B,1325,CR2,,,,,,,,
SVXOVB2B,SVX,OVB,2B,1371,CR2,,,,,,,,
TGKDME2B,TGK,DME,2B,915,CR2,,,,,,,,
UUADME2B,UUA,DME,2B,952,CR2,,,,,,,,
UUALED2B,UUA,LED,2B,1464,CR2,,,,,,,,
UUANJC2B,UUA,NJC,2B,1558,CR2,,,,,,,,
BTKIKT2G,BTK,IKT,2G,488,A81,,,,,,,,
BTKOVB2G,BTK,OVB,2G,1200,A81,,,,,,,,
CEKOVB2G,CEK,OVB,2G,1339,A81,,,,,,,,
HTAIKT2G,HTA,IKT,2G,609,AN4,,,,,,,,
IKTBTK2G,IKT,BTK,2G,488,A81,,,,,,,,
IKTHTA2G,IKT,HTA,2G,609,AN4,,,,,,,,
IKTKCK2G,IKT,KCK,2G,655,AN4,,,,,,,,
IKTODO2G,IKT,ODO,2G,882,AN4,,,,,,,,
IKTOVB2G,IKT,OVB,2G,1459,A81,,,,,,,,
IKTUKX2G,IKT,UKX,2G,518,AN4,,,,,,,,
IKTULK2G,IKT,ULK,2G,1135,AN4,,,,,,,,
IKTYKS2G,IKT,YKS,2G,1861,A81,,,,,,,,
KCKIKT2G,KCK,IKT,2G,655,AN4,,,,,,,,
MJZOVB2G,MJZ,OVB,2G,1968,A81,,,,,,,,
ODOIKT2G,ODO,IKT,2G,882,AN4,,,,,,,,
OVBBTK2G,OVB,BTK,2G,1200,A81,,,,,,,,
OVBCEK2G,OVB,CEK,2G,1339,A81,,,,,,,,
OVBIKT2G,OVB,IKT,2G,1459,A81,,,,,,,,
UKXIKT2G,UKX,IKT,2G,518,AN4,,,,,,,,
ULKIKT2G,ULK,IKT,2G,1135,AN4,,,,,,,,
YKSIKT2G,YKS,IKT,2G,1861,A81,,,,,,,,
AYPLIM2I,AYP,LIM,2I,340,142,,,,,,,,
CUZLIM2I,CUZ,LIM,2I,586,142,141,,,,,,,
CUZPEM2I,CUZ,PEM,2I,311,142,,,,,,,,
HUULIM2I,HUU,LIM,2I,258,141,,,,,,,,
IQTPCL2I,IQT,PCL,2I,530,143,,,,,,,,
IQTTPP2I,IQT,TPP,2I,455,142,,,,,,,,
LIMAYP2I,LIM,AYP,2I,340,142,,,,,,,,
LIMCUZ2I,LIM,CUZ,2I,586,142,141,,,,,,,
LIMHUU2I,LIM,HUU,2I,258,141,,,,,,,,
LIMPCL2I,LIM,PCL,2I,491,143,146,,,,,,,
LIMTPP2I,LIM,TPP,2I,619,142,146,,,,,,,
PCLIQT2I,PCL,IQT,2I,530,143,,,,,,,,
PCLLIM2I,PCL,LIM,2I,491,143,146,,,,,,,
PCLTPP2I,PCL,TPP,2I,287,146,,,,,,,,
PEMCUZ2I,PEM,CUZ,2I,311,142,,,,,,,,
TPPIQT2I,TPP,IQT,2I,455,142,,,,,,,,
TPPLIM2I,TPP,LIM,2I,619,142,146,,,,,,,
TPPPCL2I,TPP,PCL,2I,287,146,,,,,,,,
ABJBOY2J,ABJ,BOY,2J,658,CRJ,,,,,,,,
ABJOUA2J,ABJ,OUA,2J,832,E70,CRJ,M87,,,,,,
ACCOUA2J,ACC,OUA,2J,765,CRJ,,,,,,,,
BKOABJ2J,BKO,ABJ,2J,922,M87,,,,,,,,
BKODKR2J,BKO,DKR,2J,1060,M87,,,,,,,,
BKOOUA2J,BKO,OUA,2J,699,CRJ,,,,,,,,
BOYABJ2J,BOY,ABJ,2J,658,CRJ,,,,,,,,
BOYOUA2J,BOY,OUA,2J,334,CRJ,,,,,,,,
COOLFW2J,COO,LFW,2J,127,M87,,,,,,,,
COOOUA2J,COO,OUA,2J,792,M87,,,,,,,,
DKRBKO2J,DKR,BKO,2J,1060,M87,,,,,,,,
DKROUA2J,DKR,OUA,2J,1748,M87,,,,,,,,
LFWOUA2J,LFW,OUA,2J,752,M87,CRJ,,,,,,,
NIMOUA2J,NIM,OUA,2J,420,CRJ,,,,,,,,
OUAABJ2J,OUA,ABJ,2J,832,E70,CRJ,M87,,,,,,
OUAACC2J,OUA,ACC,2J,765,CRJ,,,,,,,,
OUABKO2J,OUA,BKO,2J,699,M87,CRJ,,,,,,,
OUABOY2J,OUA,BOY,2J,334,CRJ,,,,,,,,
OUACOO2J,OUA,COO,2J,792,M87,,,,,,,,
OUADKR2J,OUA,DKR,2J,1748,M87,,,,,,,,
OUALFW2J,OUA,LFW,2J,752,CRJ,,,,,,,,
OUANIM2J,OUA,NIM,2J,420,CRJ,,,,,,,,
BOGGYE2K,BOG,GYE,2K,994,319,,,,,,,,
BOGUIO2K,BOG,UIO,2K,712,319,320,,,,,,,
CLOGYE2K,CLO,GYE,2K,744,319,,,,,,,,
GYEBOG2K,GYE,BOG,2K,994,319,,,,,,,,
GYECLO2K,GYE,CLO,2K,744,319,,,,,,,,
GYESCY2K,GYE,SCY,2K,1091,319,320,,,,,,,
GYEUIO2K,GYE,UIO,2K,282,320,319,,,,,,,
OCCUIO2K,OCC,UIO,2K,157,319,,,,,,,,
SCYGYE2K,SCY,GYE,2K,1091,319,320,,,,,,,
UIOBOG2K,UIO,BOG,2K,712,319,320,,,,,,,
UIOGYE2K,UIO,GYE,2K,282,319,,,,,,,,
UIOOCC2K,UIO,OCC,2K,157,319,,,,,,,,
BDSZRH2L,BDS,ZRH,2L,1065,100,,,,,,,,
BODZRH2L,BOD,ZRH,2L,771,100,,,,,,,,
BRSZRH2L,BRS,ZRH,2L,923,100,,,,,,,,
GVALPA2L,GVA,LPA,2L,2772,319,,,,,,,,
LCAZRH2L,LCA,ZRH,2L,2506,319,,,,,,,,
LPAZRH2L,LPA,ZRH,2L,3002,319,,,,,,,,
RMFZRH2L,RMF,ZRH,2L,3338,319,,,,,,,,
TFSGVA2L,TFS,GVA,2L,2833,319,,,,,,,,
ZRHBDS2L,ZRH,BDS,2L,1065,100,,,,,,,,
ZRHBOD2L,ZRH,BOD,2L,771,100,,,,,,,,
ZRHBRS2L,ZRH,BRS,2L,923,100,,,,,,,,
ZRHLCA2L,ZRH,LCA,2L,2506,319,,,,,,,,
ZRHLPA2L,ZRH,LPA,2L,3002,319,,,,,,,,
ZRHRMF2L,ZRH,RMF,2L,3338,319,,,,,,,,
AJRLYC2N,AJR,LYC,2N,119,ATP,,,,,,,,
ARNGEV2N,ARN,GEV,2N,844,ATP,,,,,,,,
ARNHAD2N,ARN,HAD,2N,445,SF3,,,,,,,,
ARNJKG2N,ARN,JKG,2N,306,ATP,SF3,,,,,,,
ARNKRF2N,ARN,KRF,2N,378,ATP,,,,,,,,
ARNKSD2N,ARN,KSD,2N,259,SF3,,,,,,,,
ARNLYC2N,ARN,LYC,2N,546,ATP,,,,,,,,
ARNMHQ2N,ARN,MHQ,2N,122,SF3,,,,,,,,
ARNOER2N,ARN,OER,2N,422,ATR,,,,,,,,
ARNPOR2N,ARN,POR,2N,292,SF3,,,,,,,,
ARNTRF2N,ARN,TRF,2N,436,SF3,,,,,,,,
ARNVBY2N,ARN,VBY,2N,223,SF3,ATP,,,,,,,
ARNVHM2N,ARN,VHM,2N,551,SF3,,,,,,,,
ARNVXO2N,ARN,VXO,2N,356,SF3,,,,,,,,
GEVARN2N,GEV,ARN,2N,844,ATP,,,,,,,,
GEVKRF2N,GEV,KRF,2N,476,ATP,,,,,,,,
HADARN2N,HAD,ARN,2N,445,SF3,ATP,,,,,,,
HADJKG2N,HAD,JKG,2N,140,ATP,SF3,,,,,,,
HADVXO2N,HAD,VXO,2N,119,SF3,,,,,,,,
HMVVHM2N,HMV,VHM,2N,159,SF3,,,,,,,,
JKGARN2N,JKG,ARN,2N,306,ATP,SF3,,,,,,,
JKGHAD2N,JKG,HAD,2N,140,ATP,SF3,,,,,,,
KOKPOR2N,KOK,POR,2N,261,SF3,,,,,,,,
KRFARN2N,KRF,ARN,2N,378,ATP,,,,,,,,
KRFGEV2N,KRF,GEV,2N,476,ATP,,,,,,,,
KSDARN2N,KSD,ARN,2N,259,SF3,,,,,,,,
LYCAJR2N,LYC,AJR,2N,119,ATP,,,,,,,,
LYCARN2N,LYC,ARN,2N,546,ATP,,,,,,,,
MHQARN2N,MHQ,ARN,2N,122,SF3,,,,,,,,
MHQTKU2N,MHQ,TKU,2N,137,SF3,,,,,,,,
OERARN2N,OER,ARN,2N,422,ATR,,,,,,,,
OSLVXO2N,OSL,VXO,2N,420,SF3,,,,,,,,
PORARN2N,POR,ARN,2N,292,SF3,,,,,,,,
PORKOK2N,POR,KOK,2N,261,SF3,,,,,,,,
TKUMHQ2N,TKU,MHQ,2N,137,SF3,,,,,,,,
TRFARN2N,TRF,ARN,2N,436,SF3,,,,,,,,
VBYARN2N,VBY,ARN,2N,223,SF3,ATP,,,,,,,
VHMARN2N,VHM,ARN,2N,551,SF3,,,,,,,,
VHMHMV2N,VHM,HMV,2N,159,SF3,,,,,,,,
VXOARN2N,VXO,ARN,2N,356,SF3,,,,,,,,
VXOOSL2N,VXO,OSL,2N,420,SF3,,,,,,,,
ADQAOS2O,ADQ,AOS,2O,9745,BNI,,,,,,,,
ADQKKB2O,ADQ,KKB,2O,9919,BNI,,,,,,,,
ADQKLN2O,ADQ,KLN,2O,92,BNI,,,,,,,,
ADQKOZ2O,ADQ,KOZ,2O,9898,BNI,,,,,,,,
ADQOLH2O,ADQ,OLH,2O,9797,BNI,,,,,,,,
AOSKZB2O,AOS,KZB,2O,11,BNI,,,,,,,,
KKBSYB2O,KKB,SYB,2O,15,BNI,,,,,,,,
KLNKYK2O,KLN,KYK,2O,28,BNI,,,,,,,,
KOZORI2O,KOZ,ORI,2O,39,BNI,,,,,,,,
SYBKPR2O,SYB,KPR,2O,33,BNI,,,,,,,,
BSOMNL2P,BSO,MNL,2P,669,DH4,,,,,,,,
BXUMNL2P,BXU,MNL,2P,786,320,,,,,,,,
CBOMNL2P,CBO,MNL,2P,888,320,,,,,,,,
CGYMNL2P,CGY,MNL,2P,783,320,,,,,,,,
CRMMNL2P,CRM,MNL,2P,450,DH4,,,,,,,,
DGTMNL2P,DGT,MNL,2P,627,320,,,,,,,,
DWCMNL2P,DWC,MNL,2P,6931,330,,,,,,,,
GESMNL2P,GES,MNL,2P,1040,320,,,,,,,,
KLOMNL2P,KLO,MNL,2P,347,320,,,,,,,,
LGPMNL2P,LGP,MNL,2P,329,320,,,,,,,,
MNLBSO2P,MNL,BSO,2P,669,DH4,,,,,,,,
MNLBXU2P,MNL,BXU,2P,786,320,,,,,,,,
MNLCBO2P,MNL,CBO,2P,888,320,,,,,,,,
MNLCGY2P,MNL,CGY,2P,783,320,,,,,,,,
MNLCRM2P,MNL,CRM,2P,450,DH4,,,,,,,,
MNLDGT2P,MNL,DGT,2P,627,320,,,,,,,,
MNLDWC2P,MNL,DWC,2P,6931,330,,,,,,,,
MNLGES2P,MNL,GES,2P,1040,320,,,,,,,,
MNLKLO2P,MNL,KLO,2P,347,320,,,,,,,,
MNLLGP2P,MNL,LGP,2P,329,320,,,,,,,,
MNLMPH2P,MNL,MPH,2P,305,DH3,,,,,,,,
MNLOZC2P,MNL,OZC,2P,768,320,,,,,,,,
MNLPPS2P,MNL,PPS,2P,584,320,,,,,,,,
MNLRXS2P,MNL,RXS,2P,374,320,,,,,,,,
MNLSUG2P,MNL,SUG,2P,717,DH4,,,,,,,,
MNLTUG2P,MNL,TUG,2P,357,DH4,,,,,,,,
MNLZAM2P,MNL,ZAM,2P,851,320,,,,,,,,
MPHMNL2P,MPH,MNL,2P,305,DH3,,,,,,,,
OZCMNL2P,OZC,MNL,2P,768,320,,,,,,,,
PPSMNL2P,PPS,MNL,2P,584,320,,,,,,,,
RXSMNL2P,RXS,MNL,2P,374,320,,,,,,,,
SUGMNL2P,SUG,MNL,2P,717,DH4,,,,,,,,
TUGMNL2P,TUG,MNL,2P,357,DH4,,,,,,,,
ZAMMNL2P,ZAM,MNL,2P,851,320,,,,,,,,
AUXPMW2Z,AUX,PMW,2Z,341,AT7,,,,,,,,
BRABSB2Z,BRA,BSB,2Z,526,AT7,,,,,,,,
BRASSA2Z,BRA,SSA,2Z,732,AT7,,,,,,,,
BSBBRA2Z,BSB,BRA,2Z,526,AT7,,,,,,,,
BSBOPS2Z,BSB,OPS,2Z,939,AT7,,,,,,,,
BSBRAO2Z,BSB,RAO,2Z,586,AT7,,,,,,,,
CACGRU2Z,CAC,GRU,2Z,734,AT7,,,,,,,,
CGBGYN2Z,CGB,GYN,2Z,745,AT7,,,,,,,,
CGBOPS2Z,CGB,OPS,2Z,423,AT7,,,,,,,,
CGRDOU2Z,CGR,DOU,2Z,195,AT7,,,,,,,,
DOUCGR2Z,DOU,CGR,2Z,195,AT7,,,,,,,,
DOUGRU2Z,DOU,GRU,2Z,877,AT7,,,,,,,,
GIGRAO2Z,GIG,RAO,2Z,503,AT7,,,,,,,,
GRUCAC2Z,GRU,CAC,2Z,734,AT7,,,,,,,,
GRUDOU2Z,GRU,DOU,2Z,877,AT7,,,,,,,,
GRURAO2Z,GRU,RAO,2Z,289,AT7,,,,,,,,
GRUUBA2Z,GRU,UBA,2Z,436,AT7,,,,,,,,
GRUUDI2Z,GRU,UDI,2Z,538,AT7,,,,,,,,
GRUVDC2Z,GRU,VDC,2Z,1121,AT7,,,,,,,,
GYNCGB2Z,GYN,CGB,2Z,745,AT7,,,,,,,,
GYNPMW2Z,GYN,PMW,2Z,711,AT7,,,,,,,,
GYNRAO2Z,GYN,RAO,2Z,524,AT7,,,,,,,,
GYNUDI2Z,GYN,UDI,2Z,272,AT7,,,,,,,,
OPSBSB2Z,OPS,BSB,2Z,939,AT7,,,,,,,,
OPSCGB2Z,OPS,CGB,2Z,423,AT7,,,,,,,,
PLURAO2Z,PLU,RAO,2Z,423,AT7,,,,,,,,
PMWAUX2Z,PMW,AUX,2Z,341,AT7,,,,,,,,
PMWGYN2Z,PMW,GYN,2Z,711,AT7,,,,,,,,
RAOBSB2Z,RAO,BSB,2Z,586,AT7,,,,,,,,
RAOGIG2Z,RAO,GIG,2Z,503,AT7,,,,,,,,
RAOGRU2Z,RAO,GRU,2Z,289,AT7,,,,,,,,
RAOGYN2Z,RAO,GYN,2Z,524,AT7,,,,,,,,
RAOPLU2Z,RAO,PLU,2Z,423,AT7,,,,,,,,
RAOSJP2Z,RAO,SJP,2Z,173,AT7,,,,,,,,
RAOUDI2Z,RAO,UDI,2Z,255,AT7,,,,,,,,
SJPRAO2Z,SJP,RAO,2Z,173,AT7,,,,,,,,
SSABRA2Z,SSA,BRA,2Z,732,AT7,,,,,,,,
SSAVDC2Z,SSA,VDC,2Z,350,AT7,,,,,,,,
UBAGRU2Z,UBA,GRU,2Z,436,AT7,,,,,,,,
UBAUDI2Z,UBA,UDI,2Z,102,AT7,,,,,,,,
UDIGRU2Z,UDI,GRU,2Z,538,AT7,,,,,,,,
UDIGYN2Z,UDI,GYN,2Z,272,AT7,,,,,,,,
UDIRAO2Z,UDI,RAO,2Z,255,AT7,,,,,,,,
UDIUBA2Z,UDI,UBA,2Z,102,AT7,,,,,,,,
VDCGRU2Z,VDC,GRU,2Z,1121,AT7,,,,,,,,
VDCSSA2Z,VDC,SSA,2Z,350,AT7,,,,,,,,
BRLORD3E,BRL,ORD,3E,300,CNC,,,,,,,,
BRLSTL3E,BRL,STL,3E,235,CNC,,,,,,,,
DECORD3E,DEC,ORD,3E,252,CNC,,,,,,,,
DECSTL3E,DEC,STL,3E,177,CNC,,,,,,,,
JBRSTL3E,JBR,STL,3E,325,CNC,,,,,,,,
ORDBRL3E,ORD,BRL,3E,300,CNC,,,,,,,,
ORDDEC3E,ORD,DEC,3E,252,CNC,,,,,,,,
STLBRL3E,STL,BRL,3E,235,CNC,,,,,,,,
STLDEC3E,STL,DEC,3E,177,CNC,,,,,,,,
STLJBR3E,STL,JBR,3E,325,CNC,,,,,,,,
CGAHYL3F,CGA,HYL,3F,56,DHP,,,,,,,,
CGAKTN3F,CGA,KTN,3F,11388,DHP,,,,,,,,
HYLCGA3F,HYL,CGA,3F,56,DHP,,,,,,,,
HYLKTB3F,HYL,KTB,3F,20,DHP,,,,,,,,
HYLKTN3F,HYL,KTN,3F,11444,DHP,,,,,,,,
KTBHYL3F,KTB,HYL,3F,20,DHP,,,,,,,,
KTBKTN3F,KTB,KTN,3F,11457,DHP,,,,,,,,
KTNCGA3F,KTN,CGA,3F,11388,DHP,,,,,,,,
KTNHYL3F,KTN,HYL,3F,11444,DHP,,,,,,,,
KTNKTB3F,KTN,KTB,3F,11457,DHP,,,,,,,,
KTNMTM3F,KTN,MTM,3F,26,DHP,,,,,,,,
MTMKTN3F,MTM,KTN,3F,26,DHP,,,,,,,,
ACCDKR3G,ACC,DKR,3G,2149,319,,,,,,,,
ACCLOS3G,ACC,LOS,3G,401,319,,,,,,,,
ACCROB3G,ACC,ROB,3G,1130,319,,,,,,,,
BCNBJL3G,BCN,BJL,3G,3601,319,,,,,,,,
BJLBCN3G,BJL,BCN,3G,3601,319,,,,,,,,
BJLDKR3G,BJL,DKR,3G,180,319,,,,,,,,
BJLFNA3G,BJL,FNA,3G,647,319,,,,,,,,
CKYOXB3G,CKY,OXB,3G,341,319,,,,,,,,
DKRACC3G,DKR,ACC,3G,2149,319,,,,,,,,
DKRBJL3G,DKR,BJL,3G,180,319,,,,,,,,
DKRDLA3G,DKR,DLA,3G,3211,319,,,,,,,,
DKRFNA3G,DKR,FNA,3G,826,319,,,,,,,,
DKRLOS3G,DKR,LOS,3G,2447,319,,,,,,,,
DKROXB3G,DKR,OXB,3G,374,319,,,,,,,,
DLADKR3G,DLA,DKR,3G,3211,319,,,,,,,,
DLALOS3G,DLA,LOS,3G,764,319,,,,,,,,
FNABJL3G,FNA,BJL,3G,647,319,,,,,,,,
FNADKR3G,FNA,DKR,3G,826,319,,,,,,,,
FNALGW3G,FNA,LGW,3G,4879,319,,,,,,,,
FNAROB3G,FNA,ROB,3G,410,319,,,,,,,,
LGWFNA3G,LGW,FNA,3G,4879,319,,,,,,,,
LOSACC3G,LOS,ACC,3G,401,319,,,,,,,,
LOSDKR3G,LOS,DKR,3G,2447,319,,,,,,,,
LOSDLA3G,LOS,DLA,3G,764,319,,,,,,,,
LOSROB3G,LOS,ROB,3G,1513,319,,,,,,,,
OXBCKY3G,OXB,CKY,3G,341,319,,,,,,,,
OXBDKR3G,OXB,DKR,3G,374,319,,,,,,,,
ROBACC3G,ROB,ACC,3G,1130,319,,,,,,,,
ROBFNA3G,ROB,FNA,3G,410,319,,,,,,,,
ROBLOS3G,ROB,LOS,3G,1513,319,,,,,,,,
AKVYIK3H,AKV,YIK,3H,178,DH8,,,,,,,,
AKVYPX3H,AKV,YPX,3H,98,DH8,,,,,,,,
XGRYVP3H,XGR,YVP,3H,157,DHT,BET,,,,,,,
YGLYGW3H,YGL,YGW,3H,184,DHT,,,,,,,,
YGLYPX3H,YGL,YPX,3H,715,73M,,,,,,,,
YGLYUL3H,YGL,YUL,3H,951,73M,,,,,,,,
YGWYGL3H,YGW,YGL,3H,184,DHT,,,,,,,,
YGWYPH3H,YGW,YPH,3H,355,BET,,,,,,,,
YGWYSK3H,YGW,YSK,3H,167,DH8,,,,,,,,
YGWYUD3H,YGW,YUD,3H,160,DH8,,,,,,,,
YGWYUL3H,YGW,YUL,3H,1128,DH8,,,,,,,,
YGWYUY3H,YGW,YUY,3H,790,DH8,,,,,,,,
YIKAKV3H,YIK,AKV,3H,178,DH8,,,,,,,,
YIKYZG3H,YIK,YZG,3H,120,DH8,,,,,,,,
YKGYPJ3H,YKG,YPJ,3H,84,DHT,DH8,,,,,,,
YKGYQC3H,YKG,YQC,3H,115,DH8,,,,,,,,
YKGYVP3H,YKG,YVP,3H,233,DH8,DHT,,,,,,,
YKLYQB3H,YKL,YQB,3H,947,DH8,,,,,,,,
YKLYVP3H,YKL,YVP,3H,379,DH8,BET,,,,,,,
YKLYWK3H,YKL,YWK,3H,210,BET,,,,,,,,
YKLYZV3H,YKL,YZV,3H,511,BET,DH8,,,,,,,
YPHYPX3H,YPH,YPX,3H,181,DH8,BET,,,,,,,
YPHYUD3H,YPH,YUD,3H,235,DH8,,,,,,,,
YPHYVP3H,YPH,YVP,3H,565,BET,,,,,,,,
YPJYKG3H,YPJ,YKG,3H,84,DHT,DH8,,,,,,,
YPJYTQ3H,YPJ,YTQ,3H,73,DHT,DH8,,,,,,,
YPJYVP3H,YPJ,YVP,3H,150,DHT,,,,,,,,
YPXAKV3H,YPX,AKV,3H,98,DH8,,,,,,,,
YPXYGL3H,YPX,YGL,3H,715,73M,,,,,,,,
YPXYPH3H,YPX,YPH,3H,181,DH8,,,,,,,,
YPXYVP3H,YPX,YVP,3H,551,BET,,,,,,,,
YQBYKL3H,YQB,YKL,3H,947,DH8,,,,,,,,
YQBYUL3H,YQB,YUL,3H,233,DH8,,,,,,,,
YQCYKG3H,YQC,YKG,3H,115,DH8,,,,,,,,
YQCYWB3H,YQC,YWB,3H,137,DH8,,,,,,,,
YSKYGW3H,YSK,YGW,3H,167,DH8,,,,,,,,
YSKYUD3H,YSK,YUD,3H,167,DH8,,,,,,,,
YTQYPJ3H,YTQ,YPJ,3H,73,DHT,DH8,,,,,,,
YTQYVP3H,YTQ,YVP,3H,110,DHT,DH8,,,,,,,
YUDYGW3H,YUD,YGW,3H,160,DH8,,,,,,,,
YUDYPH3H,YUD,YPH,3H,235,DH8,,,,,,,,
YUDYSK3H,YUD,YSK,3H,167,DH8,,,,,,,,
YULYGL3H,YUL,YGL,3H,951,73M,,,,,,,,
YULYGW3H,YUL,YGW,3H,1128,DH8,,,,,,,,
YULYQB3H,YUL,YQB,3H,233,DH8,,,,,,,,
YULYUY3H,YUL,YUY,3H,493,DH8,,,,,,,,
YUYYGW3H,YUY,YGW,3H,790,DH8,,,,,,,,
YUYYUL3H,YUY,YUL,3H,493,DH8,,,,,,,,
YVPXGR3H,YVP,XGR,3H,157,DHT,BET,,,,,,,
YVPYGW3H,YVP,YGW,3H,650,BET,,,,,,,,
YVPYKG3H,YVP,YKG,3H,233,DH8,,,,,,,,
YVPYKL3H,YVP,YKL,3H,379,DH8,BET,,,,,,,
YVPYPH3H,YVP,YPH,3H,565,BET,,,,,,,,
YVPYPJ3H,YVP,YPJ,3H,150,DHT,,,,,,,,
YVPYPX3H,YVP,YPX,3H,551,BET,,,,,,,,
YVPYTQ3H,YVP,YTQ,3H,110,DHT,DH8,,,,,,,
YWBYQC3H,YWB,YQC,3H,137,DH8,,,,,,,,
YWBYZG3H,YWB,YZG,3H,207,DH8,,,,,,,,
YWKYKL3H,YWK,YKL,3H,210,BET,,,,,,,,
YWKYZV3H,YWK,YZV,3H,303,BET,,,,,,,,
YZGYIK3H,YZG,YIK,3H,120,DH8,,,,,,,,
YZGYWB3H,YZG,YWB,3H,207,DH8,,,,,,,,
YZVYKL3H,YZV,YKL,3H,511,BET,DH8,,,,,,,
YZVYWK3H,YZV,YWK,3H,303,BET,,,,,,,,
JIBDXB3J,JIB,DXB,3J,1993,737,,,,,,,,
JIBJED3J,JIB,JED,3J,1205,737,,,,,,,,
JIBMGQ3J,JIB,MGQ,3J,1086,737,,,,,,,,
MGQNBO3J,MGQ,NBO,3J,1003,737,,,,,,,,
NBOMGQ3J,NBO,MGQ,3J,1003,737,,,,,,,,
BKKSIN3K,BKK,SIN,3K,1417,320,,,,,,,,
DRWSIN3K,DRW,SIN,3K,3340,320,,,,,,,,
HAKSIN3K,HAK,SIN,3K,2183,320,,,,,,,,
HGHSIN3K,HGH,SIN,3K,3651,320,,,,,,,,
HKGSIN3K,HKG,SIN,3K,2566,320,,,,,,,,
HKTSIN3K,HKT,SIN,3K,980,320,,,,,,,,
KIXMNL3K,KIX,MNL,3K,2636,320,,,,,,,,
KIXTPE3K,KIX,TPE,3K,1703,320,,,,,,,,
KULSIN3K,KUL,SIN,3K,298,320,,,,,,,,
MNLKIX3K,MNL,KIX,3K,2636,320,,,,,,,,
MNLSIN3K,MNL,SIN,3K,2376,320,,,,,,,,
PENSIN3K,PEN,SIN,3K,602,320,,,,,,,,
PERSIN3K,PER,SIN,3K,3912,320,,,,,,,,
PNHSIN3K,PNH,SIN,3K,1138,320,,,,,,,,
REPSIN3K,REP,SIN,3K,1342,320,,,,,,,,
RGNSIN3K,RGN,SIN,3K,1932,320,,,,,,,,
SGNSIN3K,SGN,SIN,3K,1093,320,,,,,,,,
SINBKK3K,SIN,BKK,3K,1417,320,,,,,,,,
SINDRW3K,SIN,DRW,3K,3340,320,,,,,,,,
SINHAK3K,SIN,HAK,3K,2183,320,,,,,,,,
SINHGH3K,SIN,HGH,3K,3651,320,,,,,,,,
SINHKG3K,SIN,HKG,3K,2566,320,,,,,,,,
SINHKT3K,SIN,HKT,3K,980,320,,,,,,,,
SINKUL3K,SIN,KUL,3K,298,320,,,,,,,,
SINMNL3K,SIN,MNL,3K,2376,320,,,,,,,,
SINPEN3K,SIN,PEN,3K,602,320,,,,,,,,
